FilePath,Severity,Control name,Failed resources,All Resources,Compliance score
path=2472375410/api=apps/v1/sock-shop/Deployment/orders-db,High,Insecure capabilities,0,1,1.0
path=634163964/api=batch/v1/longhorn-system/Job/longhorn-uninstall,High,Writable hostPath mount,0,1,1.0
path=634163964/api=batch/v1/longhorn-system/Job/longhorn-uninstall,High,Insecure capabilities,0,1,1.0
path=3916196672/api=apps/v1/sock-shop/Deployment/rabbitmq,High,Writable hostPath mount,0,1,1.0
path=3916196672/api=apps/v1/sock-shop/Deployment/rabbitmq,High,Insecure capabilities,0,1,1.0
path=1301123643/api=apps/v1/istio-system/Deployment/skywalking-oap,High,Writable hostPath mount,0,1,1.0
path=1301123643/api=apps/v1/istio-system/Deployment/skywalking-oap,High,Insecure capabilities,0,1,1.0
path=3375223410/api=apps/v1/istio-system/Deployment/zipkin,High,Writable hostPath mount,0,1,1.0
path=3375223410/api=apps/v1/istio-system/Deployment/zipkin,High,Insecure capabilities,0,1,1.0
path=1060993003/api=apps/v1//Deployment/details-v1,High,Writable hostPath mount,0,1,1.0
path=1060993003/api=apps/v1//Deployment/details-v1,High,Insecure capabilities,0,1,1.0
path=3997309033/api=apps/v1//Deployment/productpage-v1,High,Writable hostPath mount,0,1,1.0
path=3997309033/api=apps/v1//Deployment/productpage-v1,High,Insecure capabilities,0,1,1.0
path=3412339345/api=apps/v1/monitoring/Deployment/kube-state-metrics,High,Writable hostPath mount,0,1,1.0
path=3412339345/api=apps/v1/monitoring/Deployment/kube-state-metrics,High,Insecure capabilities,0,1,1.0
path=4066549551/api=apps/v1/kubeeye-system/Deployment/kubescape,High,Writable hostPath mount,0,1,1.0
path=4066549551/api=apps/v1/kubeeye-system/Deployment/kubescape,High,Insecure capabilities,0,1,1.0
path=808780096/api=apps/v1//Deployment/argocd-redis,High,Writable hostPath mount,0,1,1.0
path=808780096/api=apps/v1//Deployment/argocd-redis,High,Insecure capabilities,0,1,1.0
path=62200484/api=apps/v1//Deployment/argocd-redis-ha-haproxy,High,Writable hostPath mount,0,1,1.0
path=62200484/api=apps/v1//Deployment/argocd-redis-ha-haproxy,High,Insecure capabilities,0,1,1.0
path=960327289/api=apps/v1//Deployment/reviews-v1,High,Writable hostPath mount,0,1,1.0
path=960327289/api=apps/v1//Deployment/reviews-v1,High,Insecure capabilities,0,1,1.0
path=4287520481/api=apps/v1/default/Deployment/grafana-operator-controller-manager,High,Writable hostPath mount,0,1,1.0
path=4287520481/api=apps/v1/default/Deployment/grafana-operator-controller-manager,High,Insecure capabilities,0,1,1.0
path=3185740400/api=apps/v1/system/Deployment/controller-manager,High,Writable hostPath mount,0,1,1.0
path=3185740400/api=apps/v1/system/Deployment/controller-manager,High,Insecure capabilities,0,1,1.0
path=1584548117/api=apps/v1//StatefulSet/nacos,High,Writable hostPath mount,0,1,1.0
path=1584548117/api=apps/v1//StatefulSet/nacos,High,Insecure capabilities,0,1,1.0
path=1827151151/api=apps/v1/default/Deployment/influxdb,High,Writable hostPath mount,0,1,1.0
path=1827151151/api=apps/v1/default/Deployment/influxdb,High,Insecure capabilities,0,1,1.0
path=1633406505/api=apps/v1//Deployment/redis,High,Writable hostPath mount,0,1,1.0
path=1633406505/api=apps/v1//Deployment/redis,High,Insecure capabilities,0,1,1.0
path=4079884596/api=apps/v1//Deployment/productpage-v1,High,Writable hostPath mount,0,1,1.0
path=4079884596/api=apps/v1//Deployment/productpage-v1,High,Insecure capabilities,0,1,1.0
path=1145259209/api=apps/v1//Deployment/frontend,High,Writable hostPath mount,0,1,1.0
path=1145259209/api=apps/v1//Deployment/frontend,High,Insecure capabilities,0,1,1.0
path=2122326166/api=apps/v1//Deployment/argocd-redis-ha-haproxy,High,Writable hostPath mount,0,1,1.0
path=2122326166/api=apps/v1//Deployment/argocd-redis-ha-haproxy,High,Insecure capabilities,0,1,1.0
path=3915296666/api=apps/v1/monitoring-system/Deployment/vm-operator,High,Writable hostPath mount,0,1,1.0
path=3915296666/api=apps/v1/monitoring-system/Deployment/vm-operator,High,Insecure capabilities,0,1,1.0
path=4006021733/api=apps/v1/system/Deployment/controller-manager,High,Writable hostPath mount,0,1,1.0
path=4006021733/api=apps/v1/system/Deployment/controller-manager,High,Insecure capabilities,0,1,1.0
path=1735772699/api=apps/v1//StatefulSet/zookeeper,High,Writable hostPath mount,0,1,1.0
path=1735772699/api=apps/v1//StatefulSet/zookeeper,High,Insecure capabilities,0,1,1.0
path=2047454488/api=apps/v1//Deployment/subscriber,High,Writable hostPath mount,0,1,1.0
path=2047454488/api=apps/v1//Deployment/subscriber,High,Insecure capabilities,0,1,1.0
path=2963741550/api=apps/v1/default/Deployment/reloader-reloader,High,Writable hostPath mount,0,1,1.0
path=2963741550/api=apps/v1/default/Deployment/reloader-reloader,High,Insecure capabilities,0,1,1.0
path=3559147398/api=apps/v1/system/Deployment/controller-manager,High,Writable hostPath mount,0,1,1.0
path=3559147398/api=apps/v1/system/Deployment/controller-manager,High,Insecure capabilities,0,1,1.0
path=3379111300/api=apps/v1/kong/Deployment/ingress-kong,High,Writable hostPath mount,0,1,1.0
path=3379111300/api=apps/v1/kong/Deployment/ingress-kong,High,Insecure capabilities,0,1,1.0
path=1841689655/api=apps/v1//Deployment/productpage-v1,High,Writable hostPath mount,0,1,1.0
path=1841689655/api=apps/v1//Deployment/productpage-v1,High,Insecure capabilities,0,1,1.0
path=842335334/api=apps/v1//Deployment/argocd-dex-server,High,Writable hostPath mount,0,1,1.0
path=842335334/api=apps/v1//Deployment/argocd-dex-server,High,Insecure capabilities,0,1,1.0
path=549735499/api=apps/v1/monitoring/Deployment/pyrra-api,High,Writable hostPath mount,0,1,1.0
path=549735499/api=apps/v1/monitoring/Deployment/pyrra-api,High,Insecure capabilities,0,1,1.0
path=2418246897/api=apps/v1/kadalu/Deployment/operator,High,Writable hostPath mount,0,1,1.0
path=2418246897/api=apps/v1/kadalu/Deployment/operator,High,Insecure capabilities,0,1,1.0
path=20034001/api=apps/v1//Deployment/worker,High,Writable hostPath mount,0,1,1.0
path=20034001/api=apps/v1//Deployment/worker,High,Insecure capabilities,0,1,1.0
path=3331913934/api=apps/v1/system/Deployment/controller-manager,High,Writable hostPath mount,0,1,1.0
path=3331913934/api=apps/v1/system/Deployment/controller-manager,High,Insecure capabilities,0,1,1.0
path=3327052314/api=apps/v1/litmus/Deployment/litmusportal-server,High,Writable hostPath mount,0,1,1.0
path=3327052314/api=apps/v1/litmus/Deployment/litmusportal-server,High,Insecure capabilities,0,1,1.0
path=530805681/api=apps/v1/default/Deployment/longhorn-test-minio,High,Writable hostPath mount,0,1,1.0
path=530805681/api=apps/v1/default/Deployment/longhorn-test-minio,High,Insecure capabilities,0,1,1.0
path=2791213499/api=apps/v1//Deployment/tcp-echo,High,Writable hostPath mount,0,1,1.0
path=2791213499/api=apps/v1//Deployment/tcp-echo,High,Insecure capabilities,0,1,1.0
path=178104151/api=apps/v1/istio-system/Deployment/kiali,High,Writable hostPath mount,0,1,1.0
path=178104151/api=apps/v1/istio-system/Deployment/kiali,High,Insecure capabilities,0,1,1.0
path=30009501/api=apps/v1/monitoring/Deployment/grafana,High,Writable hostPath mount,0,1,1.0
path=30009501/api=apps/v1/monitoring/Deployment/grafana,High,Insecure capabilities,0,1,1.0
path=4251239482/api=apps/v1//Deployment/prometheus-operator,High,Writable hostPath mount,0,1,1.0
path=4251239482/api=apps/v1//Deployment/prometheus-operator,High,Insecure capabilities,0,1,1.0
path=3356113763/api=apps/v1/system/Deployment/controller-manager,High,Writable hostPath mount,0,1,1.0
path=3356113763/api=apps/v1/system/Deployment/controller-manager,High,Insecure capabilities,0,1,1.0
path=3489816284/api=apps/v1/echo-grpc/Deployment/echo-v2,High,Writable hostPath mount,0,1,1.0
path=3489816284/api=apps/v1/echo-grpc/Deployment/echo-v2,High,Insecure capabilities,0,1,1.0
path=2389045947/api=apps/v1//Deployment/argocd-application-controller,High,Writable hostPath mount,0,1,1.0
path=2389045947/api=apps/v1//Deployment/argocd-application-controller,High,Insecure capabilities,0,1,1.0
path=725506614/api=apps/v1//Deployment/argo-rollouts,High,Writable hostPath mount,0,1,1.0
path=725506614/api=apps/v1//Deployment/argo-rollouts,High,Insecure capabilities,0,1,1.0
path=3860223018/api=apps/v1//Deployment/reviews-v1,High,Writable hostPath mount,0,1,1.0
path=3860223018/api=apps/v1//Deployment/reviews-v1,High,Insecure capabilities,0,1,1.0
path=2306879975/api=apps/v1//Deployment/argocd-notifications-controller,High,Writable hostPath mount,0,1,1.0
path=2306879975/api=apps/v1//Deployment/argocd-notifications-controller,High,Insecure capabilities,0,1,1.0
path=2392354657/api=apps/v1/default/Deployment/reloader-reloader,High,Writable hostPath mount,0,1,1.0
path=2392354657/api=apps/v1/default/Deployment/reloader-reloader,High,Insecure capabilities,0,1,1.0
path=2498335243/api=apps/v1//Deployment/chaos-operator-ce,High,Writable hostPath mount,0,1,1.0
path=2498335243/api=apps/v1//Deployment/chaos-operator-ce,High,Insecure capabilities,0,1,1.0
path=55607075/api=apps/v1//Deployment/argocd-applicationset-controller,High,Writable hostPath mount,0,1,1.0
path=55607075/api=apps/v1//Deployment/argocd-applicationset-controller,High,Insecure capabilities,0,1,1.0
path=2535280425/api=apps/v1/kong/Deployment/proxy-kong,High,Writable hostPath mount,0,1,1.0
path=2535280425/api=apps/v1/kong/Deployment/proxy-kong,High,Insecure capabilities,0,1,1.0
path=3853631712/api=apps/v1//Deployment/argo-rollouts,High,Writable hostPath mount,0,1,1.0
path=3853631712/api=apps/v1//Deployment/argo-rollouts,High,Insecure capabilities,0,1,1.0
path=1162664898/api=apps/v1/system/Deployment/controller-manager,High,Writable hostPath mount,0,1,1.0
path=1162664898/api=apps/v1/system/Deployment/controller-manager,High,Insecure capabilities,0,1,1.0
path=3227583464/api=apps/v1/secure/Deployment/backend,High,Writable hostPath mount,0,1,1.0
path=3227583464/api=apps/v1/secure/Deployment/backend,High,Insecure capabilities,0,1,1.0
path=2253253904/api=apps/v1/spire/DaemonSet/spire-agent,High,Writable hostPath mount,1,1,0.0
path=2253253904/api=apps/v1/spire/DaemonSet/spire-agent,High,Insecure capabilities,0,1,1.0
path=3877000637/api=apps/v1//Deployment/reviews-v2,High,Writable hostPath mount,0,1,1.0
path=3877000637/api=apps/v1//Deployment/reviews-v2,High,Insecure capabilities,0,1,1.0
path=2340582308/api=apps/v1//StatefulSet/argocd-application-controller,High,Writable hostPath mount,0,1,1.0
path=2340582308/api=apps/v1//StatefulSet/argocd-application-controller,High,Insecure capabilities,0,1,1.0
path=3466152244/api=apps/v1//Deployment/kuberay-apiserver,High,Writable hostPath mount,0,1,1.0
path=3466152244/api=apps/v1//Deployment/kuberay-apiserver,High,Insecure capabilities,0,1,1.0
path=1992257738/api=apps/v1/system/Deployment/controller-manager,High,Writable hostPath mount,0,1,1.0
path=1992257738/api=apps/v1/system/Deployment/controller-manager,High,Insecure capabilities,0,1,1.0
path=2448085770/api=apps/v1//Deployment/argo-rollouts,High,Writable hostPath mount,0,1,1.0
path=2448085770/api=apps/v1//Deployment/argo-rollouts,High,Insecure capabilities,0,1,1.0
path=1462847091/api=apps/v1/system/Deployment/controller-manager,High,Writable hostPath mount,0,1,1.0
path=1462847091/api=apps/v1/system/Deployment/controller-manager,High,Insecure capabilities,0,1,1.0
path=3826376894/api=batch/v1/litmus/Job/upgrade-agent,High,Writable hostPath mount,0,1,1.0
path=3826376894/api=batch/v1/litmus/Job/upgrade-agent,High,Insecure capabilities,0,1,1.0
path=90236043/api=apps/v1//Deployment/tcp-echo-v2,High,Writable hostPath mount,0,1,1.0
path=90236043/api=apps/v1//Deployment/tcp-echo-v2,High,Insecure capabilities,0,1,1.0
path=3362174624/api=apps/v1//Deployment/argo-rollouts,High,Writable hostPath mount,0,1,1.0
path=3362174624/api=apps/v1//Deployment/argo-rollouts,High,Insecure capabilities,0,1,1.0
path=2795919015/api=apps/v1//DaemonSet/longhorn-cifs-installation,High,Writable hostPath mount,0,1,1.0
path=2795919015/api=apps/v1//DaemonSet/longhorn-cifs-installation,High,Insecure capabilities,0,1,1.0
path=2735751684/api=apps/v1//Deployment/reviews-v2,High,Writable hostPath mount,0,1,1.0
path=2735751684/api=apps/v1//Deployment/reviews-v2,High,Insecure capabilities,0,1,1.0
path=2618529701/api=apps/v1/litmus/Deployment/litmusportal-server,High,Writable hostPath mount,0,1,1.0
path=2618529701/api=apps/v1/litmus/Deployment/litmusportal-server,High,Insecure capabilities,0,1,1.0
path=2599913225/api=apps/v1/flux-system/Deployment/credentials-sync-eventhub,High,Writable hostPath mount,0,1,1.0
path=2599913225/api=apps/v1/flux-system/Deployment/credentials-sync-eventhub,High,Insecure capabilities,0,1,1.0
path=4133339239/api=apps/v1/system/Deployment/controller-manager,High,Writable hostPath mount,0,1,1.0
path=4133339239/api=apps/v1/system/Deployment/controller-manager,High,Insecure capabilities,0,1,1.0
path=2648082030/api=apps/v1/webapp/Deployment/frontend,High,Writable hostPath mount,0,1,1.0
path=2648082030/api=apps/v1/webapp/Deployment/frontend,High,Insecure capabilities,0,1,1.0
path=2980754345/api=apps/v1//Deployment/tcp-echo,High,Writable hostPath mount,0,1,1.0
path=2980754345/api=apps/v1//Deployment/tcp-echo,High,Insecure capabilities,0,1,1.0
path=4103177866/api=apps/v1/kong/Deployment/ingress-kong,High,Writable hostPath mount,0,1,1.0
path=4103177866/api=apps/v1/kong/Deployment/ingress-kong,High,Insecure capabilities,0,1,1.0
path=4213436035/api=apps/v1/kuma-system/StatefulSet/controller-manager,High,Writable hostPath mount,0,1,1.0
path=4213436035/api=apps/v1/kuma-system/StatefulSet/controller-manager,High,Insecure capabilities,0,1,1.0
path=2819237185/api=apps/v1/system/Deployment/controller-manager,High,Writable hostPath mount,0,1,1.0
path=2819237185/api=apps/v1/system/Deployment/controller-manager,High,Insecure capabilities,0,1,1.0
path=1424790359/api=batch/v1/kong/Job/kong-migrations,High,Writable hostPath mount,0,1,1.0
path=1424790359/api=batch/v1/kong/Job/kong-migrations,High,Insecure capabilities,0,1,1.0
path=848562106/api=apps/v1//StatefulSet/argocd-application-controller,High,Writable hostPath mount,0,1,1.0
path=848562106/api=apps/v1//StatefulSet/argocd-application-controller,High,Insecure capabilities,0,1,1.0
path=664274789/api=apps/v1/version-checker/Deployment/version-checker,High,Writable hostPath mount,0,1,1.0
path=664274789/api=apps/v1/version-checker/Deployment/version-checker,High,Insecure capabilities,0,1,1.0
path=751875610/api=apps/v1/kubeeye-system/Deployment/kubescape,High,Writable hostPath mount,0,1,1.0
path=751875610/api=apps/v1/kubeeye-system/Deployment/kubescape,High,Insecure capabilities,0,1,1.0
path=1018366453/api=apps/v1//StatefulSet/argocd-application-controller,High,Writable hostPath mount,0,1,1.0
path=1018366453/api=apps/v1//StatefulSet/argocd-application-controller,High,Insecure capabilities,0,1,1.0
path=330553901/api=apps/v1/kube-system/DaemonSet/csi-secrets-store-windows,High,Writable hostPath mount,1,1,0.0
path=330553901/api=apps/v1/kube-system/DaemonSet/csi-secrets-store-windows,High,Insecure capabilities,0,1,1.0
path=1094962435/api=apps/v1/sock-shop/Deployment/user,High,Writable hostPath mount,0,1,1.0
path=1094962435/api=apps/v1/sock-shop/Deployment/user,High,Insecure capabilities,0,1,1.0
path=943549670/api=apps/v1//Deployment/reviews-v2,High,Writable hostPath mount,0,1,1.0
path=943549670/api=apps/v1//Deployment/reviews-v2,High,Insecure capabilities,0,1,1.0
path=3439214681/api=apps/v1/kong/Deployment/proxy-kong,High,Writable hostPath mount,0,1,1.0
path=3439214681/api=apps/v1/kong/Deployment/proxy-kong,High,Insecure capabilities,0,1,1.0
path=3556946552/api=apps/v1/kong/StatefulSet/postgres,High,Writable hostPath mount,0,1,1.0
path=3556946552/api=apps/v1/kong/StatefulSet/postgres,High,Insecure capabilities,0,1,1.0
path=3494445613/api=apps/v1/kubeeye-system/Deployment/kubebench,High,Writable hostPath mount,0,1,1.0
path=3494445613/api=apps/v1/kubeeye-system/Deployment/kubebench,High,Insecure capabilities,0,1,1.0
path=1404022011/api=apps/v1//Deployment/mysqldb-v1,High,Writable hostPath mount,0,1,1.0
path=1404022011/api=apps/v1//Deployment/mysqldb-v1,High,Insecure capabilities,0,1,1.0
path=947597011/api=apps/v1//Deployment/sleep,High,Writable hostPath mount,0,1,1.0
path=947597011/api=apps/v1//Deployment/sleep,High,Insecure capabilities,0,1,1.0
path=1524291643/api=apps/v1//Deployment/argocd-redis,High,Writable hostPath mount,0,1,1.0
path=1524291643/api=apps/v1//Deployment/argocd-redis,High,Insecure capabilities,0,1,1.0
path=113372743/api=apps/v1//Deployment/ratings-v1,High,Writable hostPath mount,0,1,1.0
path=113372743/api=apps/v1//Deployment/ratings-v1,High,Insecure capabilities,0,1,1.0
path=1967061812/api=apps/v1/default/DaemonSet/kubeshark-worker-daemon-set,High,Writable hostPath mount,0,1,1.0
path=1967061812/api=apps/v1/default/DaemonSet/kubeshark-worker-daemon-set,High,Insecure capabilities,1,1,0.0
path=4098554772/api=apps/v1/sock-shop/Deployment/user-db,High,Writable hostPath mount,0,1,1.0
path=4098554772/api=apps/v1/sock-shop/Deployment/user-db,High,Insecure capabilities,0,1,1.0
path=794089906/api=apps/v1//StatefulSet/loki,High,Writable hostPath mount,0,1,1.0
path=794089906/api=apps/v1//StatefulSet/loki,High,Insecure capabilities,0,1,1.0
path=1870857422/api=apps/v1/kong/Deployment/ingress-kong,High,Writable hostPath mount,0,1,1.0
path=1870857422/api=apps/v1/kong/Deployment/ingress-kong,High,Insecure capabilities,0,1,1.0
path=1234662578/api=apps/v1/system/Deployment/controller-manager,High,Writable hostPath mount,0,1,1.0
path=1234662578/api=apps/v1/system/Deployment/controller-manager,High,Insecure capabilities,0,1,1.0
path=2877750091/api=apps/v1/openshift-monitoring/Deployment/pyrra-api,High,Writable hostPath mount,0,1,1.0
path=2877750091/api=apps/v1/openshift-monitoring/Deployment/pyrra-api,High,Insecure capabilities,0,1,1.0
path=1387786944/api=apps/v1/mongodb/Deployment/mongodb-enterprise-operator,High,Writable hostPath mount,0,1,1.0
path=1387786944/api=apps/v1/mongodb/Deployment/mongodb-enterprise-operator,High,Insecure capabilities,0,1,1.0
path=3693390492/api=apps/v1/istio-system/Deployment/prometheus,High,Writable hostPath mount,0,1,1.0
path=3693390492/api=apps/v1/istio-system/Deployment/prometheus,High,Insecure capabilities,0,1,1.0
path=467332045/api=apps/v1//DaemonSet/longhorn-nfs-installation,High,Writable hostPath mount,0,1,1.0
path=467332045/api=apps/v1//DaemonSet/longhorn-nfs-installation,High,Insecure capabilities,0,1,1.0
path=1397164749/api=apps/v1//Deployment/backend,High,Writable hostPath mount,0,1,1.0
path=1397164749/api=apps/v1//Deployment/backend,High,Insecure capabilities,0,1,1.0
path=1224895489/api=apps/v1//Deployment/nginx,High,Writable hostPath mount,0,1,1.0
path=1224895489/api=apps/v1//Deployment/nginx,High,Insecure capabilities,0,1,1.0
path=2111890600/api=apps/v1//Deployment/httpbin,High,Writable hostPath mount,0,1,1.0
path=2111890600/api=apps/v1//Deployment/httpbin,High,Insecure capabilities,0,1,1.0
path=400480531/api=apps/v1/flux-system/Deployment/credentials-sync-eventhub,High,Writable hostPath mount,0,1,1.0
path=400480531/api=apps/v1/flux-system/Deployment/credentials-sync-eventhub,High,Insecure capabilities,0,1,1.0
path=3285429205/api=apps/v1/system/Deployment/controller-manager,High,Writable hostPath mount,0,1,1.0
path=3285429205/api=apps/v1/system/Deployment/controller-manager,High,Insecure capabilities,0,1,1.0
path=2451397464/api=apps/v1/sock-shop/Deployment/catalogue-db,High,Writable hostPath mount,0,1,1.0
path=2451397464/api=apps/v1/sock-shop/Deployment/catalogue-db,High,Insecure capabilities,0,1,1.0
path=1157755063/api=apps/v1/kube-system/Deployment/calico-kube-controllers,High,Writable hostPath mount,0,1,1.0
path=1157755063/api=apps/v1/kube-system/Deployment/calico-kube-controllers,High,Insecure capabilities,0,1,1.0
path=745108816/api=apps/v1//Deployment/jaeger-operator,High,Writable hostPath mount,0,1,1.0
path=745108816/api=apps/v1//Deployment/jaeger-operator,High,Insecure capabilities,0,1,1.0
path=2468999122/api=apps/v1/kuma-system/StatefulSet/controller-manager,High,Writable hostPath mount,0,1,1.0
path=2468999122/api=apps/v1/kuma-system/StatefulSet/controller-manager,High,Insecure capabilities,0,1,1.0
path=3505465751/api=apps/v1/kubeeye-system/Deployment/kubehunter,High,Writable hostPath mount,0,1,1.0
path=3505465751/api=apps/v1/kubeeye-system/Deployment/kubehunter,High,Insecure capabilities,0,1,1.0
path=3257792601/api=apps/v1/sock-shop/Deployment/front-end,High,Writable hostPath mount,0,1,1.0
path=3257792601/api=apps/v1/sock-shop/Deployment/front-end,High,Insecure capabilities,0,1,1.0
path=2904389858/api=apps/v1//Deployment/opentelemetry-collector,High,Writable hostPath mount,0,1,1.0
path=2904389858/api=apps/v1//Deployment/opentelemetry-collector,High,Insecure capabilities,0,1,1.0
path=1784611261/api=apps/v1//Deployment/ratings-v2-mysql,High,Writable hostPath mount,0,1,1.0
path=1784611261/api=apps/v1//Deployment/ratings-v2-mysql,High,Insecure capabilities,0,1,1.0
path=2290102356/api=apps/v1//Deployment/argocd-dex-server,High,Writable hostPath mount,0,1,1.0
path=2290102356/api=apps/v1//Deployment/argocd-dex-server,High,Insecure capabilities,0,1,1.0
path=81464377/api=apps/v1/kube-system/DaemonSet/csi-secrets-store,High,Writable hostPath mount,1,1,0.0
path=81464377/api=apps/v1/kube-system/DaemonSet/csi-secrets-store,High,Insecure capabilities,0,1,1.0
path=700279586/api=apps/v1//Deployment/result,High,Writable hostPath mount,0,1,1.0
path=700279586/api=apps/v1//Deployment/result,High,Insecure capabilities,0,1,1.0
path=2562433144/api=apps/v1/kong/Deployment/ingress-kong,High,Writable hostPath mount,0,1,1.0
path=2562433144/api=apps/v1/kong/Deployment/ingress-kong,High,Insecure capabilities,0,1,1.0
path=4206169209/api=apps/v1//Deployment/argocd-repo-server,High,Writable hostPath mount,0,1,1.0
path=4206169209/api=apps/v1//Deployment/argocd-repo-server,High,Insecure capabilities,0,1,1.0
path=3520543613/api=apps/v1/system/Deployment/controller-manager,High,Writable hostPath mount,0,1,1.0
path=3520543613/api=apps/v1/system/Deployment/controller-manager,High,Insecure capabilities,0,1,1.0
path=2406192658/api=apps/v1/system/Deployment/controller-manager,High,Writable hostPath mount,0,1,1.0
path=2406192658/api=apps/v1/system/Deployment/controller-manager,High,Insecure capabilities,0,1,1.0
path=770212289/api=apps/v1//Deployment/notsleep,High,Writable hostPath mount,0,1,1.0
path=770212289/api=apps/v1//Deployment/notsleep,High,Insecure capabilities,0,1,1.0
path=1032247287/api=apps/v1/kadalu/Deployment/operator,High,Writable hostPath mount,0,1,1.0
path=1032247287/api=apps/v1/kadalu/Deployment/operator,High,Insecure capabilities,0,1,1.0
path=959041714/api=apps/v1//Deployment/argocd-server,High,Writable hostPath mount,0,1,1.0
path=959041714/api=apps/v1//Deployment/argocd-server,High,Insecure capabilities,0,1,1.0
path=2067166771/api=apps/v1/system/Deployment/controller-manager,High,Writable hostPath mount,0,1,1.0
path=2067166771/api=apps/v1/system/Deployment/controller-manager,High,Insecure capabilities,0,1,1.0
path=366700460/api=apps/v1/kong/Deployment/ingress-kong,High,Writable hostPath mount,0,1,1.0
path=366700460/api=apps/v1/kong/Deployment/ingress-kong,High,Insecure capabilities,0,1,1.0
path=2618382606/api=apps/v1/litmus/Deployment/litmusportal-frontend,High,Writable hostPath mount,0,1,1.0
path=2618382606/api=apps/v1/litmus/Deployment/litmusportal-frontend,High,Insecure capabilities,0,1,1.0
path=3642792889/api=apps/v1/kube-system/DaemonSet/csi-secrets-store-windows,High,Writable hostPath mount,1,1,0.0
path=3642792889/api=apps/v1/kube-system/DaemonSet/csi-secrets-store-windows,High,Insecure capabilities,0,1,1.0
path=3369454754/api=apps/v1/monitoring/Deployment/prometheus-operator,High,Writable hostPath mount,0,1,1.0
path=3369454754/api=apps/v1/monitoring/Deployment/prometheus-operator,High,Insecure capabilities,0,1,1.0
path=1244848086/api=apps/v1//Deployment/httpbin,High,Writable hostPath mount,0,1,1.0
path=1244848086/api=apps/v1//Deployment/httpbin,High,Insecure capabilities,0,1,1.0
path=1715058659/api=apps/v1/flux-system/Deployment/credentials-sync,High,Writable hostPath mount,0,1,1.0
path=1715058659/api=apps/v1/flux-system/Deployment/credentials-sync,High,Insecure capabilities,0,1,1.0
path=1317901262/api=apps/v1/istio-system/Deployment/skywalking-ui,High,Writable hostPath mount,0,1,1.0
path=1317901262/api=apps/v1/istio-system/Deployment/skywalking-ui,High,Insecure capabilities,0,1,1.0
path=1361888823/api=apps/v1//Deployment/details-v1,High,Writable hostPath mount,0,1,1.0
path=1361888823/api=apps/v1//Deployment/details-v1,High,Insecure capabilities,0,1,1.0
path=3875849984/api=apps/v1/default/Deployment/longhorn-test-azblob,High,Writable hostPath mount,0,1,1.0
path=3875849984/api=apps/v1/default/Deployment/longhorn-test-azblob,High,Insecure capabilities,0,1,1.0
